muni,municode,uf,party,male,occ,edu,yob,votes,elected,valid.votes,coal.votes,pctVV,treat,lat,long,ran.prior,incumbent,log.valid.votes,prior.pctVV,party.prior.pctVV,elec.year,log.total.assets,gini_2000,pt_pres_1998,income_2000,psdb_2000,pt_2000,hdi_2000,time.since.app,num.apps,log.num.apps,edu.scale,match.party,uf.ba,uf.sp,uf.mg,uf.rs,match.num.apps,match.time.since.app
IRAUCUBA,14230.0,CE,PSDB,1.0,Education,"More than Primary, Less than Superior",1981.0,334,0.0,10678.0,4443.0,3.1279265780108636,0.0,-3.7480555555555557,-39.786944444444444,0.0,0.0,9.275940829060131,0.0,41.41561205062157,2004.0,0.0,0.5910000205039978,0.08986080224034264,62.65800094604492,0.4624420401854714,0.0,0.6179999709129333,2593.0,7,1.9459101490553132,2.0,PSDB,0.0,0.0,0.0,0.0,high,low
ITAITINGA,13480.0,CE,PL,0.0,None,"More than Primary, Less than Superior",1975.0,381,0.0,15164.0,4337.0,2.512529675547349,0.0,-3.9716666666666667,-38.528888888888886,0.0,0.0,9.626679476636225,0.0,8.501622791200866,2004.0,0.0,0.5,0.24201935577061967,96.53399658203125,0.4726475592199974,0.0,0.6800000071525574,1981.0,3,1.0986122886681098,2.0,PL,0.0,0.0,0.0,0.0,medium,lowest
ITAPAGÉ,14273.0,CE,PTB,1.0,White collar,Less than Primary,1956.0,83,0.0,83226.0,35021.0,0.28,0.0,-3.6819444444444445,-39.56777777777778,0.0,0.0,11.329315077991344,0.0,5.519807397680018,2008.0,9.90353755128617,0.6110000014305115,0.08547175715850415,91.52300262451172,0.0,0.0,0.6420000195503235,2786.0,3,1.0986122886681098,1.0,PTB,0.0,0.0,0.0,0.0,medium,low
ITAPIPOCA,14290.0,CE,PSC,1.0,White collar,"More than Primary, Less than Superior",1972.0,1851,1.0,163482.0,7678.0,3.09,1.0,-3.499722222222222,-39.57888888888889,1.0,0.0,12.004458171515784,1.9599974655205188,0.0,2008.0,10.668978650219241,0.6439999938011169,0.12298428062138649,83.11799621582031,0.0,0.047739696312364424,0.6589999794960022,3755.0,2,0.6931471805599453,2.0,PSC,0.0,0.0,0.0,0.0,medium,high
ITAPIPOCA,14290.0,CE,PP,1.0,White collar,"More than Primary, Less than Superior",1972.0,928,0.0,47347.0,8122.0,1.9599974655205188,1.0,-3.499722222222222,-39.57888888888889,0.0,0.0,10.76525873863448,0.0,7.211176786673831,2004.0,0.0,0.6439999938011169,0.12298428062138649,83.11799621582031,0.0,0.047739696312364424,0.6589999794960022,3755.0,2,0.6931471805599453,2.0,PP,0.0,0.0,0.0,0.0,medium,high
JUAZEIRO DO NORTE,14478.0,CE,PSC,1.0,Other,"More than Primary, Less than Superior",1953.0,433,0.0,332576.0,15810.0,0.37,1.0,-7.220833333333333,-39.269444444444446,0.0,0.0,12.714623684388147,0.0,0.0858974752277817,2008.0,11.289794413577894,0.609000027179718,0.1663572164070798,147.11300659179688,0.0,0.26761701478883976,0.6970000267028809,2593.0,8,2.0794415416798357,2.0,PSC,0.0,0.0,0.0,0.0,high,low
MARCO,14575.0,CE,PSDB,0.0,Education,"More than Primary, Less than Superior",1947.0,584,1.0,12059.0,8573.0,4.842855958205489,0.0,-3.1238888888888887,-40.149166666666666,1.0,1.0,9.397566548103592,6.056380117541588,39.54577149118438,2004.0,0.0,0.6100000143051147,0.13500690131124915,78.87300109863281,0.4638402081579552,0.0,0.6159999966621399,3580.0,2,0.6931471805599453,2.0,PSDB,0.0,0.0,0.0,0.0,medium,high
MARCO,14575.0,CE,PSDB,0.0,Politician,"More than Primary, Less than Superior",1947.0,517,0.0,43497.0,18192.0,3.48,0.0,-3.1238888888888887,-40.149166666666666,1.0,1.0,10.680447249181304,4.842855958205489,57.14404179451032,2008.0,11.041657036202691,0.6100000143051147,0.13500690131124915,78.87300109863281,0.4638402081579552,0.0,0.6159999966621399,3580.0,2,0.6931471805599453,2.0,PSDB,0.0,0.0,0.0,0.0,medium,high
MAURITI,14630.0,CE,PSDB,1.0,White collar,Some Superior or More,1966.0,1417,1.0,19763.0,11428.0,7.16996407428022,0.0,-7.383611111111112,-38.76722222222222,0.0,0.0,9.891566781640435,0.0,60.7897955617683,2004.0,0.0,0.6269999742507935,0.14699069370504328,84.38200378417969,0.497714614941425,0.0302285385058575,0.6460000276565552,3580.0,3,1.0986122886681098,3.0,PSDB,0.0,0.0,0.0,0.0,medium,high
MAURITI,14630.0,CE,PT,1.0,Politician,"More than Primary, Less than Superior",1966.0,1411,1.0,70177.0,10062.0,5.82,0.0,-7.383611111111112,-38.76722222222222,1.0,1.0,11.158775901002087,7.16996407428022,17.790821231594393,2008.0,11.59760865049086,0.6269999742507935,0.14699069370504328,84.38200378417969,0.497714614941425,0.0302285385058575,0.6460000276565552,3580.0,3,1.0986122886681098,2.0,PT,0.0,0.0,0.0,0.0,medium,high
MIRAIMA,14680.0,CE,PC do B,1.0,Agriculture,Some Superior or More,1964.0,579,1.0,7543.0,4301.0,7.675990985019224,0.0,-3.5691666666666664,-39.968333333333334,1.0,1.0,8.928375259853631,7.036074098147546,12.479688007799805,2004.0,0.0,0.6650000214576721,0.10987113059651919,50.130001068115234,0.3738019169329074,0.0,0.5830000042915344,3755.0,2,0.6931471805599453,3.0,PC do B,0.0,0.0,0.0,0.0,medium,high
MISSÃO VELHA,14699.0,CE,PSB,1.0,Agriculture,Some Superior or More,1955.0,727,0.0,55064.0,6728.0,3.68,0.0,-7.415,-39.132777777777775,1.0,1.0,10.916251424078201,4.182314783202458,0.0,2008.0,10.778977123006351,0.6510000228881836,0.1298097054855069,96.24600219726562,0.0,0.0,0.6309999823570251,2593.0,3,1.0986122886681098,3.0,PSB,0.0,0.0,0.0,0.0,medium,low
MISSÃO VELHA,14699.0,CE,PMDB,1.0,Agriculture,Less than Primary,1959.0,21,0.0,55064.0,4518.0,0.11,0.0,-7.325,-39.189166666666665,0.0,0.0,10.916251424078201,0.0,1.1152839421873222,2008.0,9.90353755128617,0.6510000228881836,0.1298097054855069,96.24600219726562,0.0,0.0,0.6309999823570251,1981.0,2,0.6931471805599453,1.0,PMDB,0.0,0.0,0.0,0.0,medium,lowest
MISSAO VELHA,14699.0,CE,PPS,1.0,Other,Some Superior or More,1955.0,735,1.0,17574.0,7329.0,4.182314783202458,0.0,-7.415,-39.132777777777775,1.0,1.0,9.774175816055788,3.734029787534411,2.936401496435378,2004.0,0.0,0.6510000228881836,0.1298097054855069,96.24600219726562,0.0,0.0,0.6309999823570251,2593.0,3,1.0986122886681098,3.0,PPS,0.0,0.0,0.0,0.0,medium,low
MONSENHOR TABOSA,14737.0,CE,PSDB,1.0,Government,Some Superior or More,1967.0,454,0.0,9442.0,4532.0,4.808303325566618,0.0,-4.794444444444444,-39.15972222222222,0.0,0.0,9.152923101106232,0.0,56.5905552672548,2004.0,0.0,0.5989999771118164,0.13007446552966612,61.59400177001953,0.4358719427321535,0.026943726386955656,0.628000020980835,3580.0,2,0.6931471805599453,3.0,PSDB,0.0,0.0,0.0,0.0,medium,high
MONSENHOR TABOSA,14737.0,CE,PSDB,1.0,White collar,"More than Primary, Less than Superior",1967.0,359,0.0,30875.0,13475.0,3.44,0.0,-4.794444444444444,-39.15972222222222,1.0,0.0,10.337702073930279,4.808303325566618,47.998305443761915,2008.0,8.513385953073284,0.5989999771118164,0.13007446552966612,61.59400177001953,0.4358719427321535,0.026943726386955656,0.628000020980835,3580.0,2,0.6931471805599453,2.0,PSDB,0.0,0.0,0.0,0.0,medium,high
MORADA NOVA,14753.0,CE,PL,1.0,Education,Some Superior or More,1970.0,1249,1.0,39839.0,5009.0,3.1351188533848737,0.0,-5.104166666666666,-38.38638888888889,1.0,1.0,10.592601610981907,2.7503566333808847,12.407988587731811,2004.0,0.0,0.546999990940094,0.12560941258044245,109.13899993896484,0.3822933378366968,0.0,0.6700000166893005,3580.0,6,1.791759469228055,3.0,PL,0.0,0.0,0.0,0.0,high,high
NOVA RUSSAS,14877.0,CE,PFL,1.0,Politician,Less than Primary,1956.0,685,1.0,34864.0,5157.0,4.01,0.0,-4.679166666666667,-40.48833333333334,1.0,1.0,10.459210057184402,3.775866702499328,7.2561139478634775,2008.0,0.0,0.6290000081062317,0.10133610183262616,103.072998046875,0.2360127784493179,0.0,0.6399999856948853,1181.0,4,1.3862943611198906,1.0,PFL,0.0,0.0,0.0,0.0,high,lowest
OCARA,13307.0,CE,PT,0.0,Education,Some Superior or More,1950.0,202,0.0,14499.0,1572.0,1.3931995310021381,0.0,-4.4911111111111115,-38.59666666666667,0.0,0.0,9.581834960513193,0.0,6.317465935232702,2004.0,0.0,0.5889999866485596,0.18037077426390402,56.83399963378906,0.0,0.0,0.593999981880188,3755.0,2,0.6931471805599453,3.0,PT,0.0,0.0,0.0,0.0,medium,high
ORÓS,14915.0,CE,PT,1.0,Education,Some Superior or More,1979.0,366,0.0,39567.0,812.0,2.62,0.0,-6.233333333333333,-38.8,1.0,0.0,10.585750716493994,2.3487108866957387,6.564149644250631,2008.0,9.510519035757246,0.5600000023841858,0.13289388020833334,78.53800201416016,0.43099241674909333,0.0,0.6269999742507935,557.0,5,1.6094379124341003,3.0,PT,0.0,0.0,0.0,0.0,high,lowest
PALHANO,15016.0,CE,PSDB,1.0,Politician,Some Superior or More,1969.0,367,1.0,13225.0,10351.0,5.62,0.0,-4.747777777777777,-37.95611111111111,1.0,1.0,9.4898642567265,6.454302868579052,48.54903268845897,2008.0,8.699681400989514,0.574999988079071,0.1124274099883856,68.55400085449219,0.5331086773378264,0.0,0.6489999890327454,771.0,4,1.3862943611198906,3.0,PSDB,0.0,0.0,0.0,0.0,high,lowest
POTENGI,15253.0,CE,PFL,1.0,Government,"More than Primary, Less than Superior",1941.0,3,0.0,16990.0,6533.0,0.05,0.0,-7.092499999999999,-40.031666666666666,0.0,0.0,9.740380214665977,0.0,35.5542095699576,2008.0,10.915106645867503,0.5910000205039978,0.13992623328722914,78.3499984741211,0.0,0.0,0.5960000157356262,573.0,1,0.0,2.0,PFL,0.0,0.0,0.0,0.0,low,lowest
QUIXERÉ,15318.0,CE,PC do B,1.0,Education,Some Superior or More,1972.0,199,0.0,36688.0,1546.0,1.58,0.0,-5.073888888888889,-37.98888888888889,0.0,0.0,10.510205005097685,0.0,0.0,2008.0,9.581972891547895,0.5180000066757202,0.24547726136931533,82.65699768066406,0.48589001447178004,0.0,0.6520000100135803,2874.0,3,1.0986122886681098,3.0,PC do B,0.0,0.0,0.0,0.0,medium,low
REDENÇÃO,15334.0,CE,PV,1.0,Agriculture,Less than Primary,1957.0,289,0.0,50971.0,2018.0,1.61,0.0,-4.224166666666667,-38.730000000000004,1.0,0.0,10.839012122525581,2.053701980592849,20.317692409942843,2008.0,10.896757843893464,0.5360000133514404,0.19483723449064325,78.09700012207031,0.0,0.0,0.6510000228881836,1181.0,4,1.3862943611198906,1.0,PV,0.0,0.0,0.0,0.0,high,lowest
REDENCAO,15334.0,CE,PPS,1.0,Other,Less than Primary,1967.0,201,0.0,15046.0,3316.0,1.3359032300943774,0.0,-4.225833333333333,-38.730555555555554,0.0,0.0,9.618867454120167,0.0,12.089539955559212,2004.0,0.0,0.5360000133514404,0.19483723449064325,78.09700012207031,0.0,0.0,0.6510000228881836,2593.0,4,1.3862943611198906,1.0,PPS,0.0,0.0,0.0,0.0,high,low
REDENÇÃO,15334.0,CE,PMDB,1.0,Agriculture,"More than Primary, Less than Superior",1967.0,133,0.0,50971.0,2950.0,0.74,0.0,-4.225833333333333,-38.730555555555554,1.0,0.0,10.839012122525581,1.3359032300943774,4.765386149142629,2008.0,10.085850775128717,0.5360000133514404,0.19483723449064325,78.09700012207031,0.0,0.0,0.6510000228881836,2593.0,4,1.3862943611198906,2.0,PMDB,0.0,0.0,0.0,0.0,high,low
RERIUTABA,15350.0,CE,PSDB,1.0,Blue collar,Less than Primary,1962.0,342,0.0,10068.0,5063.0,3.396901072705602,0.0,-4.14138888888889,-40.585,1.0,0.0,9.217117356255207,3.3886894075403946,58.61759425493717,2004.0,0.0,0.5339999794960022,0.05215944440425378,77.62899780273438,0.34894532334165973,0.0,0.652999997138977,3755.0,2,0.6931471805599453,1.0,PSDB,0.0,0.0,0.0,0.0,medium,high
RUSSAS,15377.0,CE,PC do B,1.0,White collar,Some Superior or More,1967.0,23,0.0,111499.0,4759.0,0.06,1.0,-5.014722222222222,-38.050555555555555,0.0,0.0,11.621770901232226,0.0,0.0,2008.0,11.631606053261264,0.5450000166893005,0.17040723981900452,110.3290023803711,0.057705081368316175,0.0,0.6980000138282776,2786.0,3,1.0986122886681098,3.0,PC do B,0.0,0.0,0.0,0.0,medium,low
RUSSAS,15377.0,CE,PTB,1.0,Agriculture,Less than Primary,1964.0,740,0.0,111499.0,6303.0,1.92,0.0,-4.935833333333334,-37.98027777777778,1.0,0.0,11.621770901232226,1.5959706292857576,16.09017537471934,2008.0,0.0,0.5450000166893005,0.17040723981900452,110.3290023803711,0.057705081368316175,0.0,0.6980000138282776,1342.0,6,1.791759469228055,1.0,PTB,0.0,0.0,0.0,0.0,high,lowest
RUSSAS,15377.0,CE,PRB,1.0,White collar,Some Superior or More,1968.0,1306,1.0,111499.0,4759.0,3.39,1.0,-4.9383333333333335,-37.973055555555554,0.0,0.0,11.621770901232226,0.0,0.0,2008.0,11.289794413577894,0.5450000166893005,0.17040723981900452,110.3290023803711,0.057705081368316175,0.0,0.6980000138282776,3755.0,2,0.6931471805599453,3.0,minor party,0.0,0.0,0.0,0.0,medium,high
SALITRE,15440.0,CE,PP,0.0,Other,"More than Primary, Less than Superior",1972.0,646,1.0,7409.0,4139.0,8.71912538804157,0.0,-7.281666666666666,-40.44083333333333,0.0,0.0,8.910450756416656,0.0,41.82674882203697,2004.0,0.0,0.5509999990463257,0.022493669000446893,55.19599914550781,0.368269356740469,0.0,0.5580000281333923,3580.0,2,0.6931471805599453,2.0,PP,0.0,0.0,0.0,0.0,medium,high
SÃO BENEDITO,15474.0,CE,PSB,0.0,White collar,Some Superior or More,1960.0,548,0.0,74608.0,11965.0,2.07,0.0,-4.0472222222222225,-40.86472222222223,0.0,0.0,11.220003019048102,0.0,0.0,2008.0,10.605332547204265,0.6499999761581421,0.02625219683655536,90.85199737548828,0.36919153099014745,0.0,0.6179999709129333,2699.0,6,1.791759469228055,3.0,PSB,0.0,0.0,0.0,0.0,high,low
SAO GONCALO DO AMARANTE,15490.0,CE,PDT,1.0,Education,Some Superior or More,1978.0,579,1.0,21992.0,2941.0,2.6327755547471807,0.0,-3.6080555555555556,-38.968611111111116,1.0,0.0,9.998434029845082,0.44984255510571297,1.1639676113360324,2004.0,0.0,0.5680000185966492,0.1315407597097738,81.06300354003906,0.4031870595771941,0.0,0.6389999985694885,1981.0,2,0.6931471805599453,3.0,PDT,0.0,0.0,0.0,0.0,medium,lowest
SÃO GONÇALO DO AMARANTE,15490.0,CE,PTB,1.0,Government,Less than Primary,1965.0,480,0.0,73216.0,5334.0,1.84,0.0,-3.607222222222222,-38.968333333333334,1.0,0.0,11.201169255299416,2.7419061476900692,16.142233539468897,2008.0,10.308985993422082,0.5680000185966492,0.1315407597097738,81.06300354003906,0.4031870595771941,0.0,0.6389999985694885,1981.0,2,0.6931471805599453,1.0,PTB,0.0,0.0,0.0,0.0,medium,lowest
SAO GONCALO DO AMARANTE,15490.0,CE,PTB,1.0,Government,Some Superior or More,1965.0,603,0.0,21992.0,3550.0,2.7419061476900692,0.0,-3.607222222222222,-38.968333333333334,1.0,0.0,9.998434029845082,1.9455690508322088,17.48200629779577,2004.0,0.0,0.5680000185966492,0.1315407597097738,81.06300354003906,0.4031870595771941,0.0,0.6389999985694885,1981.0,2,0.6931471805599453,3.0,PTB,0.0,0.0,0.0,0.0,medium,lowest
SAO JOAO DO JAGUARIBE,15512.0,CE,PSDB,1.0,Government,"More than Primary, Less than Superior",1957.0,360,1.0,6213.0,2677.0,5.794302269435056,0.0,-5.270833333333333,-38.27027777777778,1.0,1.0,8.734399150063695,5.212320029159832,33.22398396209222,2004.0,0.0,0.5669999718666077,0.30747381501864013,110.74299621582031,0.44893584443423673,0.0,0.6940000057220459,2699.0,2,0.6931471805599453,2.0,PSDB,0.0,0.0,0.0,0.0,medium,low
SENADOR POMPEU,15555.0,CE,PTB,1.0,White collar,"More than Primary, Less than Superior",1973.0,768,1.0,14064.0,6026.0,5.460750853242321,0.0,-5.588333333333333,-39.37305555555555,0.0,0.0,9.551373619924957,0.0,2.2899505766062602,2004.0,0.0,0.597000002861023,0.22904794996525366,104.28800201416016,0.0,0.026769706336939723,0.6179999709129333,3755.0,2,0.6931471805599453,2.0,PTB,0.0,0.0,0.0,0.0,medium,high
SENADOR POMPEU,15555.0,CE,PT,1.0,Other,Some Superior or More,1973.0,724,1.0,33499.0,24514.0,4.54,0.0,-5.588333333333333,-39.37305555555555,1.0,1.0,10.419270866621346,5.460750853242321,9.463879408418657,2008.0,10.757924157061597,0.597000002861023,0.22904794996525366,104.28800201416016,0.0,0.026769706336939723,0.6179999709129333,3755.0,2,0.6931471805599453,3.0,PT,0.0,0.0,0.0,0.0,medium,high
SENADOR POMPEU,15555.0,CE,PHS,1.0,Other,"More than Primary, Less than Superior",1960.0,460,1.0,14064.0,3807.0,3.2707622298065986,1.0,-5.588055555555555,-39.371944444444445,1.0,1.0,9.551373619924957,2.874794069192751,0.0,2004.0,0.0,0.597000002861023,0.22904794996525366,104.28800201416016,0.0,0.026769706336939723,0.6179999709129333,3755.0,2,0.6931471805599453,2.0,minor party,0.0,0.0,0.0,0.0,medium,high
SENADOR POMPEU,15555.0,CE,PT,1.0,White collar,"More than Primary, Less than Superior",1960.0,678,1.0,33499.0,24514.0,4.26,1.0,-5.588055555555555,-39.371944444444445,1.0,1.0,10.419270866621346,3.2707622298065986,9.463879408418657,2008.0,11.951186847493476,0.597000002861023,0.22904794996525366,104.28800201416016,0.0,0.026769706336939723,0.6179999709129333,3755.0,2,0.6931471805599453,2.0,PT,0.0,0.0,0.0,0.0,medium,high
SENADOR SÁ,15571.0,CE,PSB,1.0,Blue collar,"More than Primary, Less than Superior",1972.0,42,0.0,11208.0,2585.0,1.09,0.0,-3.3525,-40.465,0.0,0.0,9.324383088016843,0.0,0.0,2008.0,10.596659732783579,0.5559999942779541,0.07428571428571429,56.125,0.39170622033474894,0.0,0.6000000238418579,2699.0,3,1.0986122886681098,2.0,PSB,0.0,0.0,0.0,0.0,medium,low
SOLONÓPOLE,15610.0,CE,PFL,1.0,Government,"More than Primary, Less than Superior",1972.0,363,1.0,31467.0,3231.0,3.33,0.0,-5.724166666666667,-39.00833333333333,0.0,0.0,10.356694656629713,0.0,13.097256857855362,2008.0,10.645448706505872,0.5189999938011169,0.13188346327451786,82.99700164794922,0.43977501004419445,0.0,0.6399999856948853,3755.0,2,0.6931471805599453,2.0,PFL,0.0,0.0,0.0,0.0,medium,high
TRAIRI,15717.0,CE,PSC,1.0,Agriculture,"More than Primary, Less than Superior",1967.0,45,0.0,81605.0,26039.0,0.16,0.0,-3.279166666666667,-39.2675,0.0,0.0,11.309645813584796,0.0,0.0,2008.0,10.491301994830229,0.578000009059906,0.15758164380235523,61.57600021362305,0.4753277879599605,0.0,0.6320000290870667,3755.0,2,0.6931471805599453,2.0,PSC,0.0,0.0,0.0,0.0,medium,high
ACARI,16012.0,RN,PTB,1.0,Other,"More than Primary, Less than Superior",1971.0,183,0.0,6991.0,4073.0,2.617651265913317,0.0,-6.433333333333334,-36.64388888888889,1.0,1.0,8.852378886511985,7.086354647330258,0.0,2004.0,0.0,0.492000013589859,0.11896232242124768,133.3820037841797,0.0,0.008277736595008649,0.6980000138282776,3755.0,2,0.6931471805599453,2.0,PTB,0.0,0.0,0.0,0.0,medium,high
ACARI,16012.0,RN,PR,0.0,Politician,"More than Primary, Less than Superior",1969.0,548,1.0,22320.0,12148.0,7.25,1.0,-6.433888888888889,-36.644999999999996,1.0,1.0,10.013238416495247,7.5668716921756545,30.110141610642255,2008.0,9.798182590890704,0.492000013589859,0.11896232242124768,133.3820037841797,0.0,0.008277736595008649,0.6980000138282776,3755.0,2,0.6931471805599453,2.0,minor party,0.0,0.0,0.0,0.0,medium,high
ACARI,16012.0,RN,PL,0.0,Other,"More than Primary, Less than Superior",1969.0,529,1.0,6991.0,4073.0,7.5668716921756545,1.0,-6.433888888888889,-36.644999999999996,0.0,0.0,8.852378886511985,0.0,18.770599868160843,2004.0,0.0,0.492000013589859,0.11896232242124768,133.3820037841797,0.0,0.008277736595008649,0.6980000138282776,3755.0,2,0.6931471805599453,2.0,PL,0.0,0.0,0.0,0.0,medium,high
ANGICOS,16152.0,RN,PTB,1.0,White collar,"More than Primary, Less than Superior",1976.0,342,0.0,7232.0,1143.0,4.728982300884955,0.0,-5.665555555555556,-36.60111111111111,0.0,0.0,8.886270902072013,0.0,1.1417432470064048,2004.0,0.0,0.5709999799728394,0.09611742424242424,115.38899993896484,0.0,0.012588512981904013,0.6880000233650208,3755.0,2,0.6931471805599453,2.0,PTB,0.0,0.0,0.0,0.0,medium,high
ANGICOS,16152.0,RN,PTB,1.0,White collar,Some Superior or More,1976.0,546,1.0,23396.0,11562.0,6.79,0.0,-5.665555555555556,-36.60111111111111,1.0,0.0,10.060320346562916,4.728982300884955,15.804756637168142,2008.0,10.714439990727769,0.5709999799728394,0.09611742424242424,115.38899993896484,0.0,0.012588512981904013,0.6880000233650208,3755.0,2,0.6931471805599453,3.0,PTB,0.0,0.0,0.0,0.0,medium,high
CAMPO GRANDE,90514.0,MS,PMN,1.0,White collar,Some Superior or More,1971.0,474,0.0,346817.0,28078.0,0.13667150110865384,0.0,-20.44611111111111,-54.655277777777776,0.0,0.0,12.756552542294946,0.0,6.038679828926487,2004.0,0.0,0.6119999885559082,0.134171322160149,92.65399932861328,0.0,0.0,0.6110000014305115,3481.0,8,2.0794415416798357,3.0,PMN,0.0,0.0,0.0,0.0,high,high
CAMPO GRANDE,90514.0,MS,PDT,1.0,White collar,"More than Primary, Less than Superior",1966.0,920,0.0,1131636.0,84611.0,0.23,0.0,-20.980833333333333,-54.50555555555555,1.0,0.0,13.939174931265127,0.2211540956758175,4.271416914395776,2008.0,11.552155793461898,0.6119999885559082,0.134171322160149,92.65399932861328,0.0,0.0,0.6110000014305115,1342.0,4,1.3862943611198906,2.0,PDT,0.0,0.0,0.0,0.0,high,lowest
CAMPO GRANDE,90514.0,MS,PMN,0.0,Education,Some Superior or More,1960.0,1470,0.0,346817.0,28078.0,0.4238546553369644,0.0,-20.476666666666667,-54.634166666666665,0.0,0.0,12.756552542294946,0.0,6.038679828926487,2004.0,0.0,0.6119999885559082,0.134171322160149,92.65399932861328,0.0,0.0,0.6110000014305115,3481.0,8,2.0794415416798357,3.0,PMN,0.0,0.0,0.0,0.0,high,high
CAMPO GRANDE,90514.0,MS,PMN,1.0,White collar,Some Superior or More,1971.0,555,0.0,1131636.0,41718.0,0.14,1.0,-20.44611111111111,-54.655277777777776,1.0,0.0,13.939174931265127,0.13667150110865384,5.682824083017845,2008.0,11.790564777297387,0.6119999885559082,0.134171322160149,92.65399932861328,0.0,0.0,0.6110000014305115,3481.0,8,2.0794415416798357,3.0,PMN,0.0,0.0,0.0,0.0,high,high
BARAUNA,30031.0,RN,PDT,1.0,Other,"More than Primary, Less than Superior",1977.0,158,0.0,10240.0,3317.0,1.54296875,0.0,-5.068888888888889,-37.61694444444444,0.0,0.0,9.234056898593499,0.0,0.0,2004.0,0.0,0.527999997138977,0.09976956558846121,88.77799987792969,0.0,0.0,0.6000000238418579,3755.0,3,1.0986122886681098,2.0,PDT,0.0,0.0,0.0,0.0,medium,high
CAMPO REDONDO,16411.0,RN,PL,0.0,None,"More than Primary, Less than Superior",1945.0,55,0.0,5707.0,3097.0,0.9637287541615559,1.0,-6.2425,-36.183055555555555,0.0,0.0,8.649448770536708,0.0,0.0,2004.0,0.0,0.6179999709129333,0.06915351506456241,83.49800109863281,0.0,0.0,0.6330000162124634,3888.0,1,0.0,2.0,PL,0.0,0.0,0.0,0.0,low,highest
CANGUARETAMA,16438.0,RN,PSDC,1.0,Government,Some Superior or More,1976.0,206,0.0,14800.0,2952.0,1.3918918918918919,1.0,-6.383333333333334,-35.125,1.0,0.0,9.602382459752207,1.6572319304290755,0.0,2004.0,0.0,0.5799999833106995,0.17531126123611188,71.7300033569336,0.0,0.009050024984731554,0.6000000238418579,3755.0,2,0.6931471805599453,3.0,PSDC,0.0,0.0,0.0,0.0,medium,high
EQUADOR,16675.0,RN,PMN,1.0,Blue collar,Less than Primary,1972.0,16,0.0,11183.0,5860.0,0.41,0.0,-6.927222222222222,-36.705000000000005,0.0,0.0,9.322150047028188,0.0,0.0,2008.0,0.0,0.5230000019073486,0.1648,98.88099670410156,0.0,0.03194164989939638,0.6650000214576721,1981.0,2,0.6931471805599453,1.0,PMN,0.0,0.0,0.0,0.0,medium,lowest
FRUTUOSO GOMES,17515.0,RN,PR,1.0,Politician,Less than Primary,1942.0,130,0.0,10239.0,5382.0,3.88,1.0,-6.1513888888888895,-37.8325,1.0,0.0,9.233959237574817,4.592005285761481,0.0,2008.0,11.571203807011969,0.5870000123977661,0.14822888283378746,79.5270004272461,0.0,0.0,0.6389999985694885,3755.0,1,0.0,1.0,minor party,0.0,0.0,0.0,0.0,low,high
GALINHOS,16799.0,RN,PP,1.0,Other,"More than Primary, Less than Superior",1946.0,23,0.0,1796.0,442.0,1.2806236080178173,0.0,-5.093055555555555,-36.27444444444444,0.0,0.0,7.493317248862145,0.0,15.11737089201878,2004.0,0.0,0.5619999766349792,0.1270404542228531,77.5469970703125,0.0,0.0,0.6119999885559082,1981.0,1,0.0,2.0,PP,0.0,0.0,0.0,0.0,low,lowest
GROSSOS,16853.0,RN,PT,1.0,Government,Less than Primary,1942.0,271,1.0,5821.0,1200.0,4.655557464353204,0.0,-4.990833333333334,-37.159166666666664,1.0,0.0,8.669227347271736,2.8439983270598077,7.988289418653284,2004.0,0.0,0.5149999856948853,0.3132530120481928,104.802001953125,0.0,0.3404410424640058,0.6830000281333923,3755.0,2,0.6931471805599453,1.0,PT,0.0,0.0,0.0,0.0,medium,high
IPANGUAÇU,16918.0,RN,PMN,0.0,None,"More than Primary, Less than Superior",1934.0,98,0.0,28816.0,1869.0,0.98,1.0,-5.5008333333333335,-36.85194444444445,0.0,0.0,10.268686067415738,0.0,0.0,2008.0,12.468440756144114,0.5550000071525574,0.12531328320802004,85.55899810791016,0.0,0.0,0.6129999756813049,3003.0,1,0.0,2.0,PMN,0.0,0.0,0.0,0.0,low,low
JARDIM DO SERIDÓ,17116.0,RN,PR,1.0,Blue collar,Some Superior or More,1983.0,528,1.0,25665.0,12435.0,6.04,0.0,-6.585,-36.76916666666666,0.0,0.0,10.152883474994404,0.0,0.0,2008.0,0.0,0.5419999957084656,0.09559904966625184,155.20700073242188,0.0,0.0,0.722000002861023,3888.0,1,0.0,3.0,minor party,0.0,0.0,0.0,0.0,low,highest
LAGOA DE PEDRAS,17256.0,RN,PMDB,1.0,White collar,"More than Primary, Less than Superior",1949.0,207,1.0,10108.0,1805.0,4.28,1.0,-6.135555555555556,-35.43527777777778,0.0,0.0,9.221082468508085,0.0,34.20724094881398,2008.0,0.0,0.6159999966621399,0.05017215937038859,60.27299880981445,0.0,0.0,0.593999981880188,3755.0,1,0.0,2.0,PMDB,0.0,0.0,0.0,0.0,low,high
